j0,1.818633,2.438807,3.058980,3.679154
j1,2.645919,2.355031,2.064143,1.773255
j2,3.207915,3.255621,3.303326,3.351032
j3,1.776745,1.851794,1.926843,2.001893
j4,3.913028,3.901393,3.889757,3.878122
j5,3.785619,3.955498,4.125377,4.295255
j6,5.424483,5.489642,5.554801,5.619960
