time,5.111768,5.261149,5.393834,7.493067,17.911715,18.011759,18.211717
tau_j1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tau_j2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tau_j3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tau_j4,-4.535271,-4.977193,-3.301474,-3.665960,-2.057497,-3.184691,-2.190926
tau_j5,0.000000,-1.000552,0.000000,0.000000,0.000000,0.000000,0.000000
tau_j6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
tau_j7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
