time,5.412947,5.559572,5.718571,5.853340,5.985576
tau_j1,0.000000,0.000000,0.000000,0.000000,0.000000
tau_j2,0.000000,0.000000,0.000000,0.000000,-8.827180
tau_j3,0.000000,0.000000,0.000000,0.000000,0.000000
tau_j4,-3.190192,-2.324178,-3.780904,-2.048239,-3.679564
tau_j5,0.000000,0.000000,0.000000,0.000000,0.000000
tau_j6,0.000000,0.000000,0.000000,0.000000,1.274998
tau_j7,0.000000,0.000000,0.000000,0.000000,0.000000
