time,0.000000,0.100000
tau_j1,0.000000,1.000000
tau_j2,0.000000,2.000000
tau_j3,0.000000,3.000000
tau_j4,0.000000,4.000000
tau_j5,0.000000,5.000000
tau_j6,0.000000,6.000000
tau_j7,0.000000,7.000000
