time,2.411979,4.592191,4.807585
tau_j1,0.000000,0.000000,0.000000
tau_j2,0.000000,-9.378727,0.000000
tau_j3,0.000000,14.663431,13.309780
tau_j4,-2.562697,0.000000,0.000000
tau_j5,0.000000,0.000000,0.000000
tau_j6,0.000000,0.000000,0.000000
tau_j7,0.000000,0.000000,0.000000
