time,2.910849,4.487947,4.909815
tau_j1,0.000000,0.000000,0.000000
tau_j2,0.000000,0.000000,0.000000
tau_j3,0.000000,0.000000,0.000000
tau_j4,-2.220635,-3.235593,2.151123
tau_j5,0.000000,0.000000,0.000000
tau_j6,0.000000,0.000000,0.000000
tau_j7,0.000000,0.000000,0.000000
