time,3.811966,3.911968,4.013939,4.113932,4.213956,4.313878,4.412945,4.513919,4.814049
tau_j1,2.014274,3.621619,5.408967,5.709890,2.077766,3.331194,3.992430,1.982314,-0.518673
tau_j2,-2.210541,-2.627291,0.825828,0.939596,-8.620548,-1.013195,1.757192,-1.753314,-1.602882
tau_j3,3.590189,1.666880,2.482322,4.118752,-0.728116,-0.965218,-0.299252,-2.260302,-0.687905
tau_j4,-0.848622,-0.669901,1.930844,1.034616,-1.719443,2.827193,3.264111,3.100871,0.816641
tau_j5,1.012953,2.383443,4.037878,3.860797,3.436172,3.518886,3.280613,2.516351,-1.447407
tau_j6,-0.942185,-1.167754,-1.753397,-2.009043,-0.302953,-0.515674,-1.195846,-0.569690,-0.585823
tau_j7,1.557340,2.588780,3.832044,3.608720,3.452136,2.476771,2.287605,2.041696,-0.974983
