time,2.311981,4.413937
tau_j1,0.000000,0.000000
tau_j2,0.000000,0.000000
tau_j3,0.000000,8.055934
tau_j4,-2.231158,-2.469268
tau_j5,0.000000,0.000000
tau_j6,0.000000,0.000000
tau_j7,0.000000,0.000000
