time,0.000012,2.443819,2.541833,2.650823,2.752631,2.851229,2.952906,3.041076,3.164395,3.243050,3.356245,3.456511,3.542168,3.647775,3.740246,3.853871,3.943078,5.039857,5.139974,5.235966,5.338918,5.440176,5.540007,5.741934,5.841618,5.940654,6.040585,6.137356,6.241596,6.338694,7.541121,7.645440,7.742736,7.845451,7.943718,8.042912,8.173166,8.237468,8.335590,8.438607,8.537542
weights,0.000000,0.000000,0.052673,0.176104,0.317844,0.456203,0.565637,0.583080,0.613391,0.645273,0.734456,0.811000,0.853740,0.877588,0.877273,0.930207,0.922909,0.955364,0.994896,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
