time,0.000010,4.333524,4.450912,4.552377,4.645916,4.753321,4.855685,4.956448,5.043389,5.145303,5.245530,5.848811,6.135329,6.243768,6.345791,6.443762,6.544876,6.642251,7.039412,7.140362,7.245026,7.341906,7.445056,7.539769
weights,0.000000,0.006927,0.088837,0.193610,0.359844,0.537681,0.792856,1.000000,1.000000,0.962062,0.918345,0.884946,0.939496,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.990169,0.967852
