time,0.000008,1.981888,2.093839,2.272621,2.486046,2.544834,2.753569,2.957085,3.154965,3.354843,3.555490,3.754890,3.956096,4.147291,4.354043,4.556192,4.754756
weights,0.000000,0.558758,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
