time,0.000010,3.043137,3.148973,3.256139,3.351767,3.440897,3.738738,3.951276,4.037663,4.142157,6.041035,6.153038,6.250588,6.344747,6.442750,6.646424,10.549456,10.642468,10.746641,10.844681,10.943107,11.041967,11.141704,11.242190,11.349282,11.445370,11.546398,13.712977,13.912993,14.013031,14.112971,14.213078,14.313150,14.413059,14.512972,14.713022,14.812972,14.912878,15.012927
weights,0.000000,0.055587,0.135136,0.248415,0.337360,0.356488,0.381638,0.351802,0.320067,0.292324,0.257362,0.492000,0.839126,1.000000,1.000000,0.932532,0.975139,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
