time,0.000010,2.861772,3.062515,3.260605,3.358727,3.452231,3.554196,3.741069,3.944420,4.043507,4.246855,4.454342,5.246808,5.549847,6.247307,7.348492,8.351368,8.444348,8.545022
weights,0.000000,0.123474,0.251132,0.380958,0.509053,0.633260,0.774678,0.907296,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
