time,0.000008,2.647177,2.941410,3.054096,3.152783,3.240292,3.334422,3.439476,3.554024,3.653373,3.740264,3.845295,3.962066,6.548958,6.642444,6.741662,6.843222,9.546629,9.641555,9.741469,9.847481,9.941997,10.039961,10.147239,10.240141,10.341440,10.645926,10.743390,11.649465,12.048764,13.411835,13.511833,13.611856,13.712028,13.812072
weights,0.000000,0.000000,0.050277,0.224332,0.441233,0.461144,0.457822,0.473534,0.556329,0.658597,0.785607,0.901385,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
