time,3.061668,3.980371,4.947484,7.253336,7.627207,7.939569,9.292464,9.477465,9.699682,9.899598,10.098439,10.612875,10.914797,11.100055,11.295600,13.112319,13.304132,14.110710,14.304129,14.486313,14.710931,14.891071,15.077789,16.810216,16.995444
weights1,-0.026781,0.038331,0.038331,0.052421,0.454959,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
weights2,0.000000,0.000000,-0.080692,-0.080692,-0.080692,-0.080692,0.496776,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
