time,0.000011,3.470094,3.610359,3.750214,3.888387,4.448149,4.576182,6.434932,6.646419,6.774992,6.911908,7.118093,7.246240,7.377618,9.130711,9.334837,9.547026,9.683734,10.038719,10.244105,12.132024,12.336788,12.537894,12.741490,12.949320,13.010775,13.110766,13.311880,13.411865,13.512003,13.612906
weights,0.000000,0.000000,0.008931,0.000000,0.008514,0.050061,0.147961,0.439426,0.768983,0.606128,1.135690,0.000000,0.000000,0.000000,0.189648,2.548745,2.452662,2.351251,4.487137,4.636979,7.170457,0.000000,10.000000,0.000000,9.419190
