time,0.000009,2.739839,2.854654,2.965777,3.060581,3.141742,3.342557,3.477726,3.537236,3.640650,3.747008,3.841004,3.941258,4.041335,4.145845,4.243336,4.346069,4.441901,4.548014,4.644883,4.749355,4.841435,4.945647,5.040849,5.145760,5.242001
weights,0.000000,0.063783,0.250552,0.479657,0.701095,0.635007,0.788009,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
