time,0.000010,3.831947,4.392120,4.534299,4.675951,4.812812,5.178784,5.364049,15.211928,15.411932,15.611904
weights,0.000000,9.132604,8.971433,10.000000,9.373847,10.000000,9.581895,8.482621
