time,0.000009,2.054734,2.150866,2.257068,2.556150,2.637361,3.045762,3.150121,3.245385,3.449182,3.541681,3.641077,3.739711,3.856883,3.939714,4.249568,4.444810,4.543576,6.347761,6.448689,6.606698,6.643344,6.954388,7.046434,7.149287,7.244907,7.548888,7.648482,7.747408
weights,0.000000,0.251707,0.496497,0.626014,0.766988,0.769210,0.769210,0.771617,0.900581,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
