time,0.000008,4.261823,4.472963,4.681274,4.819238,5.348079,5.721640,6.588903,6.727955,6.868579,7.775804
weights,0.000000,0.155530,0.325926,0.532692,1.020024,1.418871,2.525998,4.920764,10.000000,9.482398,10.000000
