time,1502156349.431582,1.619783,1.717819,1.817183,1.919205,2.019291,2.118075,2.215590,2.315748,2.416657,2.516445,2.616040,2.716609,2.814570,2.917105,3.016197,3.116269,3.216025,3.315817,3.414834,3.514284,3.617881,3.717709,3.816984,3.916426,4.015856,4.114915,4.214309,4.517361,4.616596,4.715696,4.817215,4.918454,5.014523,5.115691,5.214104,5.317802,5.418967,5.517814,5.616331,5.715271,5.815254,5.915933,6.015175,6.113906,6.214716,6.313788
weights,0.000000,0.026398,0.034904,0.053901,0.090120,0.092972,0.085646,0.087139,0.092566,0.102812,0.108774,0.114585,0.133362,0.167968,0.203433,0.226203,0.177236,0.092513,0.034828,0.028357,0.016524,0.015287,0.019932,0.040595,0.074770,0.087762,0.102603,0.106101,0.106860,0.108998,0.116264,0.112595,0.096237,0.075211,0.068671,0.066647,0.071033,0.083571,0.093309,0.100527,0.103004,0.104212,0.092227,0.074862,0.059341,0.060018,0.066798
