time,0.000011,6.934549,7.141397,7.346773,7.556641,7.770902,8.002173,11.735022,11.872427,12.462236
weights,0.000000,0.224783,1.544725,3.989006,4.878213,6.089874,7.726188,10.000000,10.000000,8.816084
