time,0.000010,4.150440,4.278885,4.409204,5.019261,5.448323,6.338218,6.930276,7.137516,7.540520,8.441792,8.657011,8.933856
weights,0.000000,0.036540,0.121365,0.169177,0.275359,0.523816,1.059047,1.918415,2.704837,3.900454,4.088292,7.397485,7.397485
