time,0.000010,3.662320,3.792022,3.923970,4.054920,4.183383,4.314176,4.442899,4.576780,4.712232,4.916095,5.125750,5.340470,6.742102,6.950484,7.162177,7.373147,7.582911,7.885269
weights,0.000000,0.013712,0.025212,0.025212,0.042617,0.000000,0.000000,0.000000,0.000000,0.067177,0.469514,1.229461,1.380581,2.852887,4.816993,8.367960,10.000000,10.000000,9.974752
