time,0.000008,2.758293,2.859694,3.045911,3.160461,3.242100,3.338144,3.458631,3.564389,3.645352,3.742532,3.846162,3.943009,4.040425,4.146881,4.242811,4.346298,4.442515,4.541635,5.547925,5.640714,5.740688,5.842749,5.950750,6.044618,6.168680,6.243508,6.344798,6.448201,6.548609,6.648747,6.747117,6.841460,6.946632
weights,0.000000,0.162744,0.355185,0.352190,0.499579,0.496830,0.494824,0.643745,0.766724,0.763477,0.760445,0.890229,0.887200,0.883769,0.880649,0.877813,0.877813,0.875190,0.873027,0.873027,0.870532,0.990800,1.000000,0.977963,1.000000,0.976058,1.000000,0.978610,1.000000,1.000000,0.978228,1.000000,0.979889,1.000000
