time,0.000011,2.739657,2.854029,2.948199,3.056487,3.242767,3.348921,3.447745,3.538529,3.651424,3.747350,3.836469,3.934763,4.039705,4.146364
weights,0.000000,0.000000,0.188528,0.449533,0.671913,0.572613,0.356735,0.246883,0.279224,0.388157,0.483001,0.476965,0.476732,0.517032,0.569634
