time,0.000013,2.642655,2.753310,2.850077,2.950055,3.054096,3.151696,3.235831,3.344106,5.955400,6.056670,6.153675,6.247584
weights,0.000000,0.043062,0.125187,0.263550,0.377397,0.520895,0.597246,0.630703,0.583831,0.793283,1.000000,1.000000,1.000000
