time,0.000009,4.246267,4.334327,7.151307,7.240774,7.354402,7.445348,7.553241,7.661585,7.752908,7.851814,7.932623,8.034602,8.132412,8.239463,8.340651,8.434689,8.536822,8.633882,8.735608,8.836948,8.936788,9.037766,9.138242,9.257346,9.334414,9.442312,9.544323,10.140546,10.245029,10.347051,10.451523,10.542746,10.642611,10.757145,10.843569,10.945827,11.049739,11.151710,11.258793,11.346731,11.440949,11.547623,11.642626,11.840008,11.948968,12.052913,12.145894,12.243508,12.344593,12.452533,12.536792,12.647377,12.743927,12.837437,12.940116,13.011874,13.111949,13.211972,13.311861,13.411908,13.511877,13.611902,13.811928,13.911945,14.411976,14.511867,14.611795,15.011863,15.411990,15.512003,15.611932,15.711969,15.811866,15.911904,16.011882,16.111823,16.311908,16.711987
weights,0.000000,0.031962,0.061637,0.100756,0.143109,0.194911,0.243813,0.306109,0.383757,0.454644,0.513017,0.506311,0.506411,0.506303,0.506291,0.506272,0.506268,0.513280,0.520514,0.526692,0.533499,0.538347,0.547083,0.558675,0.573356,0.585642,0.596527,0.608526,0.628399,0.654327,0.677131,0.187515,0.225331,0.259676,0.303594,0.327150,0.353686,0.463300,0.547968,0.000000,0.058334,0.089882,0.000000,0.100566,0.139816,0.243098,0.340659,0.453938,0.524136,0.587922,0.131436,0.201423,0.295773,0.000000,0.023104,0.107956
