time,0.000010,4.042340,4.151544,4.247250,4.348580,4.452511,4.549570,4.845233,4.938598,5.042125,5.140103,5.243678,6.340901
weights,0.000000,0.082058,0.160221,0.334955,0.482425,0.668203,0.714070,0.826966,0.969097,1.000000,1.000000,1.000000,0.973596
