time,0.000009,3.945119,4.034749,4.131249,4.244042,4.347188,4.460431,4.560131,4.659700,4.739441,4.937865,5.049832,5.142860,5.238776,5.339635,5.437245,5.595087,5.635619,5.735339,5.838831,5.938144,6.040425,6.138503,6.237549,6.341405,6.441862,6.541619,6.641960,6.738902,6.837607,6.937843,7.037419,7.134104,7.240110,7.336140,7.435342,7.535432,7.635307,7.735510,7.948843,8.038903,8.140935,8.241294,8.341407,8.842639,8.941671,9.040349,9.143406
weights,0.000000,0.000000,0.005896,0.037612,0.149027,0.334652,0.532064,0.824583,0.842213,0.753973,0.788566,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.953781,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.964313,0.934476,0.903886,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
