time,0.000009,4.372483,4.503616,4.636821,4.768552,4.897791,6.997813,7.522467,7.654761,7.791050,8.008604,14.811780
weights,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,3.621846,3.602186,3.578274,7.750377
