time,0.000009,5.876376,6.006548,6.139363,6.271022,6.400832,6.531192,6.679918,6.841305,6.972199,7.968233,8.098766,10.184537
weights,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000
