time,0.000009,2.841237,2.939387,3.042113,3.141398,3.251582,3.351208,3.496412,3.537431,3.744393,3.842648,6.839661,6.939576,7.040932,7.142934,7.244998,7.340777,7.443008,7.545599,7.645069,7.741842,7.843053
weights,0.000000,0.000000,0.000000,0.000000,0.074218,0.164348,0.358668,0.606249,0.736283,0.665798,0.607520,0.710485,0.993859,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
