time,0.000010,6.375672,6.664208,6.868469,7.078150,7.375924,7.738044,7.964634,8.096327,8.238866,8.363468,8.575742,9.669658,12.563011
weights,0.000000,0.000000,1.239630,0.218791,0.000000,1.055566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
