time,0.000010,1.936096,2.034086,2.148437,2.247006,2.432945,2.546886,2.651303,2.744152,3.049815,3.137620,3.347778,3.448393,3.540707,3.638509,3.738008,3.839526,3.953196,4.059112,4.145909,4.446007,4.544365,4.737734,4.843233,4.936274,5.036067,5.138106,6.344101,6.439335,6.541226,6.847385,7.370399,7.439958,7.545961,7.639095,7.844785,7.946912,8.045417,8.148408,8.246475,8.345035,8.446022,8.544870,8.643973,8.744780,8.840727,8.942680,9.044904,9.140298,9.242330,9.350226,9.542466,9.643896,9.742243,9.840028,9.938931,10.042597,10.146665,10.744530,10.845183,10.945704,11.040667,11.142429,11.237212,11.336011,11.436636,11.541489,11.640921,11.742302,11.847016,12.145529,12.240884,12.369483,12.542264,12.640145
weights,0.000000,0.026351,0.075667,0.137793,0.249333,0.281739,0.327642,0.407158,0.458606,0.522433,0.597349,0.656315,0.725332,0.791975,0.854864,0.919680,0.982839,1.000000,1.000000,0.963087,0.926318,0.982394,1.000000,0.968667,0.937221,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
