time,0.000009,4.282584,4.426928,4.557775,4.685699,6.861739,7.236904,7.856048,7.994549,8.366201
weights,0.000000,0.000000,0.000000,0.000000,0.000000,10.000000,4.826828,3.598310,3.598310,3.598310
