time,0.000009,3.049936,3.159337,3.256265,3.499343,3.539765,3.742873,4.450496,4.649782,5.149826,5.448839,5.549887,5.646191,5.947276,6.248941,6.456415
weights,0.000000,0.070255,0.160060,0.249058,0.867669,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
