time,0.000013,2.660445,2.753106,2.841661,2.953061,3.042152,3.146220,3.251279,3.341046,3.557385,3.646131,3.753302,3.847038,3.957456,4.043915,4.145325,4.244236,4.342342,4.544807,4.646821,4.743742,4.844836,4.943165,5.044073,5.148995,5.246223,5.446188,5.541019
weights,0.000000,0.160269,0.350633,0.377540,0.529268,0.554388,0.556431,0.740786,0.763885,0.970337,0.993433,0.995657,0.998876,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
