time,0.000012,4.462329,6.539663,6.746052,6.957313,7.179248,9.546758,9.771027,9.952920,10.664880,12.670408,12.812869
weights,0.000000,0.036644,0.770418,2.013790,3.489368,4.326906,7.718250,10.000000,10.000000,10.000000,10.000000,10.000000
