time,0.000009,3.266847,3.426332,3.454265,3.553107,3.751899,3.854708,3.949270,4.052097,4.153304,4.256972,4.348629,4.457644
weights,0.000000,0.097417,0.816821,0.904454,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
