time,0.000010,3.148494,3.256606,3.381284,3.486898,3.549161,3.643549,3.738629,3.845584,3.944811,4.042528,4.143926,4.245285,4.348513,4.448521,4.545334,4.642148,9.946354,10.047272,10.161503,10.247981,10.343225,10.446894,10.544056,10.641850,10.738745,10.844247,10.957746,11.047052
weights,0.000000,0.089424,0.292839,0.636835,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.737372,0.543300,0.957488,1.000000,1.000000,1.000000,1.000000,1.000000,0.690925,0.409838,0.475210
