time,0.000011,3.054950,3.184872,3.318618,3.451339,3.592746,3.729185,3.860859,3.989131,4.122118,4.327635,4.456302,4.585669,4.833541,5.051455,5.273042,5.488444,5.704346,5.918324,6.131194,6.270269,6.740945,6.957212,7.172218,7.454277,7.672641,7.855730
weights,0.000000,0.000000,0.001937,0.004005,0.005397,0.029953,0.029953,0.054662,0.084350,0.084350,0.181989,0.226424,0.327435,0.442714,0.654366,1.079160,1.036112,1.822107,2.687528,3.916927,4.188113,4.507791,8.694796,9.085600,9.257282,9.228763,9.148208
