time,0.000009,2.956276,3.044722,3.203214,3.231410,3.344302,3.446727,3.550444,3.648209,3.750405,7.844003,7.971064,8.046538,8.140728,8.246645,8.346704,8.445843,8.541382,8.646943,8.744663,8.842596,8.943862,9.044220
weights,0.000000,0.135722,0.308458,0.780602,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.963562,0.882836,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
