time,0.000008,4.583972,4.714036,4.849229,4.984381,5.113467,5.244074,5.382629,5.522399,5.653766,5.782263,5.913317,6.043106,6.172801,6.304518,6.435430,6.971874,7.110928,7.245712,7.560428,7.780426,7.912451,8.208676,8.344141,8.478659
weights,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.605463,1.921527,1.999513,2.086053,2.086053,2.086053
