time,0.000000,0.000009,3.167446,3.305995,3.450697,3.588142,3.725328,3.865085,4.015708,4.158149,4.297207,4.435499,4.572575,4.709075,4.849741,4.984669,5.117288,5.416920,5.629826,6.099559,6.804197,7.106812
weights,0.000000,0.000000,0.001918,0.003888,0.006221,0.008589,0.008589,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.069191,0.238051,1.708667,6.489000,10.000000
