time,0.000011,2.044456,2.145084,2.259889,2.340499,2.447616,2.561223,2.644898,2.747136,2.960151,3.041991,3.152077,3.458505,3.644020,3.747627,3.840857,3.940948,4.049455,4.156158,4.237502,4.339599,4.454906,4.647400,4.743388,4.856474
weights,0.000000,0.030874,0.069755,0.102969,0.139150,0.171867,0.215337,0.251311,0.279853,0.301658,0.327022,0.365146,0.388082,0.408665,0.374168,0.330097,0.348360,0.521119,0.658089,0.604861,0.726692,0.915403,0.882590,0.857654,1.000000
