time,0.000009,4.342286,4.439324,4.557251,4.666544,4.758598,4.837291,5.050779,5.147880,5.242333,5.339687,5.463462,5.547956,5.641232
weights,0.000000,0.000000,0.000000,0.149894,0.426531,0.664385,0.588275,0.512155,0.435530,0.387303,0.502960,0.901799,1.000000,1.000000
