time,0.000010,5.257347,5.356246,5.458471,5.652158,5.845265,5.942073,6.059544,6.146900,6.250048,6.344210,6.435699,6.541635,6.640179,6.743594,7.848189
weights,0.000000,0.239709,0.413695,0.576380,0.705203,0.830304,0.827219,0.936115,1.000000,1.000000,1.000000,0.995515,0.995515,0.993511,0.993511,0.975740
