time,0.000010,1.761248,1.854436,1.952376,2.050846,2.148696,2.258301,2.348661,2.460780,2.546223,2.641497,2.748246,2.846099,2.944990,3.044213,3.145637,3.243088,3.351280,3.445354,3.544951,3.647545,3.744984,3.841086,3.943436,4.047163,4.148948,4.244638,4.341151,4.447159,4.542885,4.651735,4.746208,4.846299,4.941613,5.040682,5.141070,5.243742,5.345262,5.503203,5.547272,5.639537,5.747176,5.844538,5.945462,6.049416,6.146959,7.651411,7.750741,7.843915,8.055533,8.251238,8.349150,8.447214,8.655591,8.850257,12.450997,12.547229,12.650839,12.741094,12.849249,14.311821,14.411889,14.512848,14.612817,14.712812,16.511725,16.612727,16.712722,16.812769
weights,0.000000,0.114365,0.220937,0.312672,0.408905,0.520075,0.617164,0.696562,0.774090,0.862563,0.870756,0.943686,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
