time,0.000010,7.090212,7.848172,7.987366,8.127344,8.568321,9.250995,9.858948,10.001286,10.142093,10.281583,10.420885,10.560828,10.713521,10.854600,10.997425,11.390695,11.532332,11.675425,11.817217,11.959942,12.104307,12.246670,12.389897,12.534283,12.675607,12.819143,13.505855,13.606822,13.705916
weights,0.000000,1.928820,9.273577,10.000000,10.000000,0.000000,3.695863,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382,5.330382
