time,0.000010,4.936272,5.047243,5.145253,5.242151,5.348862,5.444693,5.543083,5.939950,6.036044,6.737070,6.836353,6.937387,7.036473,7.138120,7.237031,7.352267,7.434959,7.539950,7.635182,7.739108,7.836417,7.936461,8.046753,8.147329,8.251371,8.336958,8.441295,8.542589,8.647379,8.736886,8.843033,8.942993,9.043153,9.145424,9.242562,9.341896,9.443885,9.539326,11.341615,11.438556,11.552046,11.647026,12.235777,12.334044,12.451449,12.548383,12.653687,12.745009,12.847305,12.932684,13.112105,13.211920,13.312021,13.412083,13.512115,13.611968,13.711958,13.812031,13.911941,14.011889,14.112015,14.212007,14.311919,14.411907,14.511998,14.612012,14.811924,14.912018,15.011918,15.111923,15.211961,15.311939,15.411989,15.511925,15.611972,15.711982,15.811975,15.911996
weights,0.000000,0.052715,0.107647,0.185968,0.291672,0.422878,0.535655,0.625846,0.601193,0.580555,0.552947,0.560808,0.564609,0.541720,0.524261,0.506192,0.487173,0.476318,0.461493,0.457067,0.435330,0.428966,0.491389,0.694737,0.926306,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.990611,0.938230,1.000000,1.000000,1.000000,1.000000,0.791700,0.612827,0.369938,0.329176,0.361593,0.393923,0.433365,0.521118,0.639948,0.006855,0.000000,0.000000
