time,0.000011,5.628748,5.839188,6.639595,7.058819,7.271274,7.488986,7.629413,7.844920,8.053992,8.270417,8.487602,8.640905,8.853531,9.060863,9.265878,9.396672,10.142034,10.423266
weights,0.000000,0.272383,0.674204,0.000000,0.439084,0.909430,0.801624,1.163930,1.510951,2.141008,3.183554,3.183339,2.334410,1.489995,0.728849,0.000000,0.000000,1.205689,2.782830
