time,0.000010,3.942442,4.054580,4.145686,4.249984,4.339222,4.452475,4.547513,4.648577,4.780487,4.846751,4.944688,5.042480,5.142004,5.241382,5.339524,5.446329,5.546770,5.649539,5.741370,5.844343,5.947181,6.049501,6.148108,6.241971,6.350477,6.443903,6.543324,6.638644,6.744301,6.847250,6.947693,7.047986,7.144976,7.242590,7.345797,7.445434,7.542597,7.652672,7.738915,7.852230,7.947673,8.050370,8.150032,8.249305,8.345798,8.445636,8.543297,8.644694,8.743183,8.845574,8.945641,9.039138,9.148109,9.245363,9.349521,9.447490,9.545701,9.646215,9.768177,9.841258,9.942386,10.046808,10.150227,10.250285,10.343971,10.444475,10.546500,10.643662,10.747630,10.848256,10.940895,11.040114,11.142000,11.343422,11.547659,11.644409,11.744199,11.845342,11.948840,12.042077,12.151286,12.239064,12.353244,12.445801,12.560276,12.647995,12.749349,12.844053,12.915853,13.015879,13.115898,13.215872,13.315855,13.415839,13.515763,13.615893,13.715841,13.815806,13.915846,14.015860,14.115802,14.215817,14.315803,14.415914,14.515801,14.615839,14.715809,14.815919,14.915755
weights,0.000000,0.041173,0.163837,0.265028,0.324342,0.357350,0.445178,0.582991,0.704358,0.788829,0.818046,0.849150,0.884072,0.913336,0.951365,0.992780,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.914720,1.000000,1.000000,0.876531,0.797558,0.877215,0.943363,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.829809,0.647479,0.476153,0.517286,0.553326,0.599367,0.662332,0.723638,0.781153,0.828493
