time,0.000010,3.059256,3.189330,3.323812,5.454771,5.671702,6.031706,7.742898,7.952903,8.164096,8.376935,8.591307
weights,0.000000,0.000000,0.000525,0.000525,0.000000,0.696435,1.069200,3.126271,3.867544,4.216548,10.000000,10.000000
