time,0.000010,2.852133,2.946215,3.059879,3.181016,3.236786,3.350319,4.046329,4.147202,4.244907,4.342833,4.446358,8.045512,8.146419,8.244542,8.344928,8.449138,8.544735
weights,0.000000,0.092757,0.290634,0.555483,0.911944,1.000000,0.911443,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.978276,0.956396
