time,0.000009,2.451522,2.584971,2.719638,2.854185,3.053680,3.188546,3.455245,3.601133,3.739035,3.876525,4.012189,4.147482,4.281933,4.415986,4.548801,4.684539,4.820200,4.953305,5.086120,5.219431,5.353246,5.486116,5.618090
weights,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000504,0.001108,0.002234,0.036069,0.045975,0.071677,0.000000,0.001791,0.000000,0.000104,0.000000,0.000000,0.129857,0.000000,0.000000,0.000000,0.000000,0.000000
