time,0.000010,2.760015,2.893847,3.026531,3.156865,3.357747,3.497848,3.627550,3.951995,4.082456,4.214612,4.347618,5.631221,5.762072,5.974398,6.199326,6.413979,6.859728,8.143331,8.357159,8.568598,8.828873,9.041907,9.429098,9.641784,9.781921,9.924513,10.066607,10.210387,10.352204,10.494987,10.637479,10.778795,10.922158,11.062858,11.202919,11.354939,12.866969,13.063133,13.063296,14.111895,14.211776,14.312025,14.411944,14.511951,15.811869,15.911814,16.011887,16.111982,16.211927,16.911998,17.011811,17.111840,17.211811,17.311872,17.411818,17.511958,17.711984,17.811922,17.911838,18.011884,18.111799,18.211776,18.311814,18.411874,18.511949,18.611869,18.711813,18.811748,18.911877,19.011837,19.112000,19.211871,19.311831,19.411803,19.511805,19.611824,19.711847,19.811966,19.912000,20.011932,20.111794,20.211754,20.311950,20.411803,20.511741,20.611913,20.711891,20.811830,20.911731,21.111864,21.211993,21.311886,21.411916,21.511756,21.611852,21.711800,21.811894,21.911935,22.011941,22.111823,22.211715,22.311761,22.411795,22.511952,22.611784,22.713036,22.911826,23.011798,23.111899,23.212004,23.311879,23.411853,23.611882,23.811768,24.011720,24.111786,24.511955,24.910734,25.611833
weights,0.000000,0.000000,0.000000,0.000000,0.000507,0.000969,0.001395,0.001395,0.010689,0.019653,0.058023,0.055982,0.579160,0.605641,0.733022,0.362384,1.201538,0.940598,1.206366,4.358661,4.111687,6.695937,6.629809,6.621775,6.679501,6.763833,6.841026,6.939154,7.053555,7.171644,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000
