time,0.000010,6.242816,6.447016,6.555639,6.694074,6.746332,6.844191,6.943046,7.042796,7.144777,7.241168,7.348037,7.448682,7.540364,7.645645,7.741011,7.845086,8.045997,8.142158,8.240315
weights,0.000000,0.000000,0.017978,0.225204,0.690880,0.976001,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.968801,0.944573,0.917363
