time,0.000010,2.545002,2.741199,2.852653,2.948002,3.038000,5.141439,5.257369,5.350728,5.445551,5.551318,6.162063,8.553493,8.638962,8.740111,8.838078,8.940408,9.341807,9.443251,9.550521,9.649297
weights,0.000000,0.000000,0.078107,0.165585,0.262752,0.241920,0.247812,0.445547,0.746615,0.892917,0.927707,0.991499,1.000000,1.000000,1.000000,1.000000,1.000000,0.854615,0.709697,0.521083,0.314925
