time,0.000009,2.864583,2.966586,3.059605,3.166666,3.297189,3.343087,3.554344,3.652534,3.753034,3.849013,3.949236,4.046754,4.149260,4.252023,4.342724,4.456633
weights,0.000000,0.101971,0.240483,0.375557,0.501588,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
