time,0.000009,2.540653,2.649819,2.738140,2.848347,2.937306,3.035599,3.138713,3.236225,3.338798,3.436743,3.547859,3.641751,3.734657,3.835303,3.939632,4.038874,4.141648,4.240033,4.340839,4.436677,4.534729,4.637900,4.738878,4.834121,4.935475,5.035151,5.151442,5.234621,5.334933,5.439896,5.550521,5.638176,5.738884,5.853026,5.939065,6.055674,6.149710,6.251955,6.355516,6.439314,6.549918,6.650846,6.737880,6.842949,6.948176,7.036342,7.139111,7.235636,7.345569,7.444228,7.573446,7.643973,7.749035,7.839309,7.950218,8.044668,8.141295,8.247620,8.346468,8.447963,8.550320,8.644582,8.750528,8.838701,8.938399,9.040185,9.143327,9.244656,9.342625,9.442707,9.540510,9.643030,9.736722,9.836344,9.940177,10.039023,10.142466,10.246289,10.339030,10.442713,10.546533,10.641864,10.741275,10.846281,10.949899,11.048207,11.139110,11.244427,11.346186,11.438714,11.540073,11.635600,11.737285,11.843734,11.945371,12.041597,12.139725,12.243790,12.343554,12.441912,12.584307,12.645776,12.740520,12.847181,12.940102,13.010746,13.112796,13.211960,13.311884,13.411892,13.511841,13.612879,13.712847,13.811817,13.911925,14.011878,14.112965,14.212905,14.312885,14.412864,14.512965,14.611979,14.711851,17.511919,17.611861,17.711831,17.810838,17.912860,18.012797,18.411834,18.513020,18.712798
weights,0.000000,0.058656,0.104555,0.145945,0.184418,0.235677,0.232119,0.213920,0.175431,0.147796,0.141340,0.145861,0.151098,0.166175,0.161867,0.150018,0.150713,0.171398,0.176007,0.172486,0.182342,0.192463,0.208465,0.222172,0.227321,0.235513,0.248548,0.264118,0.281746,0.297284,0.318523,0.333805,0.354935,0.372752,0.391898,0.417541,0.465693,0.519735,0.632446,0.763402,0.900411,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.858586,0.891299,0.924730,0.936508,0.949001,0.959511,0.973156,0.983931,0.980147,0.981227,0.981058,0.813042,0.811924,0.808058,0.802912,0.798707,0.795685,0.789870
