time,0.000009,4.167314,4.283317,4.350776,5.161459,5.256985,5.451173,5.549643,5.650323,5.749154,5.849503,5.951065,6.053912,6.151978,6.251078,6.349705,6.449558,6.552955,6.645973,6.747437,6.844482,6.940689
weights,0.000000,0.085224,0.710776,0.774074,1.000000,1.000000,0.990261,0.978616,0.966449,0.951955,0.935648,1.000000,1.000000,0.908437,1.000000,1.000000,0.905058,1.000000,1.000000,0.984252,1.000000,0.935939
