time,0.000009,2.868084,3.866820,4.003923,4.361322,4.653348,4.788667,4.923271,5.057538,5.267549,5.743091,6.467909,6.696058,6.911755,7.541291,7.832292,8.051737,8.263617,8.481205,8.734664,9.233600,9.556606,9.775619,9.922766,10.068360,11.371257,11.516915,11.662395,11.803450,12.272001,12.461708,12.602838,12.746319,12.887368,13.032067,13.032240,13.111873
weights,0.000000,0.000000,0.011808,0.020093,0.020093,0.134578,0.134578,0.134578,0.134578,0.372014,0.730853,0.982661,1.295254,1.673228,2.801373,3.108221,3.474020,5.650052,5.331342,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994,8.521994
