time,3.778343,3.918849,4.037964,4.241623,4.463651,7.345879,7.494972,7.746282,7.887800,8.033658,8.732163,8.850586,8.967854,9.094031,9.258131,9.418055,10.046171,10.165903,10.347494,10.595215,13.239823,13.384946,13.528592,13.672653,16.446510,16.648457
weights1,0.096508,0.521624,-0.022409,-0.240839,-1.000000,-0.838727,-0.599269,-0.112542,0.554581,0.889135,-0.184068,-0.932096,-0.540207,-0.767782,-1.000000,-1.000000,-0.854169,-0.475699,-0.099649,-0.091908,-0.065850,0.391839,0.298078,0.321987,-1.000000,-1.000000
weights2,0.489938,0.954472,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.890666,0.709678,0.709678,0.710935,0.717599,0.724543,0.712014,0.702924,0.627009,0.518238,0.524211,1.000000,1.000000
